Azithromycin,Moderna,AstraZeneca COVID-19,,Pfizer-BioNTech 
hand sanitiser,,,,Moderna 
Azithromycin,N95 mask,hand sanitiser,flax seed,Johnson & Johnson (Janssen) 
Surgical mask,Covaxin,Vitamin D,,AAstraZeneca COVID-28aZeneca COVID-40
hand gloves,Montera-Lx,body spray,Surgical mask,Sinovac 
hand sanitiser,Vitamin C,,light mayo,Covishield 
Booster vaccine,N95 mask ,,light mayo,Covaxin 
sprays,,,,Sputnik V  
N95 mask,,Surgical mask,,Sinopharm 
Montera-Lx,,hand sanitiser,,Latex gloves
hand sanitiser,hand sanitiser,face shield,Covishield ,Nitrile gloves
Montera-Lx,Zincovit,face shield,sprays,Vinyl gloves
disinfectant,Surgical mask,,ppe kits,Polyethylene gloves
Surgical mask,hand sanitiser,,ppe kits,Neoprene gloves
Montera-Lx,,blueberries,,Isolation gowns
N95 mask,,hand sanitiser,,Surgical masks
disinfectant,Surgical mask,AstraZeneca COVID-19,,N95 respirators
rice,Booster vaccine,body spray,KN95 mask,Face shields
hand sanitiser,Covishield ,light mayo,Vitamin C,Shoe covers
hand sanitiser,hand gloves,face shield,,Caps and hairnets
Zincovit,AstraZeneca COVID-19,,Remdesivir (Veklury),Full-body suits
Montera-Lx,Covishield ,,butter,Butyl rubber gloves
Surgical mask,,water bottle,,Purell Advanced Hand Sanitizer
Zincovit,,,,Germ-X Original Hand Sanitizer
energy drink,KN95 mask,,,Equate Hand Sanitizer
Vitamin D,hand sanitiser,,,Bath and Body Works Pocketbac Hand Sanitizer
fabric mask,,Digital thermometersrmesan Sinopharm ,,Babyganics Alcohol-Free Foaming Hand Sanitizer
N95 mask,,ppe kits,,Medex Hand Sanitizer
sprays,disinfectant,,hand sanitiser,EO Hand Sanitizer Spray
Booster vaccine,N95 mask,Surgical mask,shoe covers,ArtNaturals Hand Sanitizer Gel
caps and hairnets,,,,Megababe Squeaky Clean Hand Sanitizer
hand sanitiser,Digital thermometersrmesan Sinopharm ,,face shield,NxN Unscented Hand Sanitizer Gel.
fabric mask,,Azithromycin,,R99 mask
caps and hairnets,,Zincovit,,R100 mask
Azithromycin,Zincovit,hand gloves,N95 mask,N95 mask
disinfectant,Booster vaccine,KN95 mask,AstraZeneca COVID-28ong Sinopharm ,N99 mask
light P95 mask,Surgical mask,cereals,rice,N100 mask
extra dark disinfectant,Isolation gowns,,hand gloves,P95 mask
Montera-Lx,Vitamin C,Booster vaccine,Moderna,P99 mask
caps and hairnets,,N95 mask,,P100 mask
disinfectant,N95 mask,butter,hand sanitiser,R95 mask
disinfectant,ppe kits,Surgical mask,hand gloves,R99 mask
fabric mask,Covishield ,Surgical mask,Vitamin C,Sodium hypochlorite
Zincovit,hand sanitiser,N95 mask,thermometers,Hydrogen peroxide
Surgical mask,Zincovit,yogurt Fingertip pulse oximeter,Fingertip pulse oximeter,Isopropyl alcohol
fabric mask,hand sanitiser,,hand gloves,Vitamin C
hand sanitiser,N95 mask,,,Vitamin D
Zincovit,hand sanitiser,,,Vitamin E
fabric mask,mint,Zincovit,,Vitamin B240
caps and hairnets,blueberries,N95 mask,,Vitamin B246
soda,Montera-Lx,sN95 maskpoo,Remdesivir (Veklury),Vitamin A
caps and hairnets,fabric mask,,oil,Folic Acid
nonfat face shield,cottage Sinopharm ,,,Calcium with Vitamin D
whole wheat Digital thermometerssta,chutney,N95 mask,,Iron with Vitamin C
Zincovit,,disinfectant,,Fingertip pulse oximeter
Zincovit,Surgical mask,Remdesivir (Veklury),green grapes,Handheld pulse oximeter
Montera-Lx,face shield,gums,,Wrist-worn pulse oximeter
hand gloves,Montera-Lx,,N95 mask,Tabletop pulse oximeter
Surgical mask,Surgical mask,N95 mask,cereals,Pediatric pulse oximeter
Azithromycin,,AstraZeneca COVID-19,,Earlobe pulse oximeter
fabric mask,hand gloves,Surgical mask,,Forehead pulse oximeter
sandwich,disinfectant,,fromage blanc,Zinc with Vitamin C
hand gloves,Azithromycin,,butter,Digital thermometers
Covishield ,,hand gloves,,Infrared thermometers
Surgical mask,,bacon,,Mercury thermometers
caps and hairnets,cereals,N95 mask,,Basal thermometers
thermometers,fromage blanc,,N95 mask,Ear thermometers
hand sanitiser,Isolation gowns,tea,Montera-Lx,Disposable thermometers
water bottle,,,,Chemical thermometers
N95 mask,fromage blanc,AstraZeneca COVID-19,,Galileo thermometers
Zincovit,,Fingertip pulse oximeter,,Bimetallic thermometers
Full-body suits,hand sanitiser,disinfectant,chutney,Resistance temperature detectors (RTDs)
N95 mask,face shield,hand sanitiser,hand gloves,Quaternary ammonium compounds
butter,thermometers,,hand gloves,Chlorine dioxide
Montera-Lx,Booster vaccine,energy drink,AstraZeneca COVID-19,Peracetic acid
caps and hairnets,sprays,disinfectant,,Phenolic compounds
Booster vaccine,gums,Surgical mask,,R100 mask
Booster vaccine,fabric mask,,AstraZeneca COVID-19,
Full-body suits,hand sanitiser,,AstraZeneca COVID-19,Nirmatrelvir with Ritonavir 
sprays,hand gloves,,,Remdesivir (Veklury)
oil,,,,Molnupiravir
Covaxin,,,,Surgical mask
hand gloves,,,,Fabric mask
Polyethylene gloves,shoe covers,,,Azithromycin
shoe covers,energy drink,,,Hydroxycloroquine
AstraZeneca COVID-19,,Butyl rubber gloves,,Montera-Lx
cereals,,mint,,Chloroquine
sprays,face shield,,Fingertip pulse oximeter,Nafamostat
caps and hairnets,yogurt Fingertip pulse oximeter,water bottle,,Famotidine
fabric mask,,Vitamin C,,Umifenovir
butter,hand gloves,cider,,Ivermectin
Moderna,hand sanitiser,,thermometers,Corticosteroids
extra dark disinfectant,Vitamin C,,ppe kits,Tocilizumab
disinfectant,yogurt Fingertip pulse oximeter,,,Clorox Healthcare Bleach Germicidal Wipes
N95 mask,,whole wheat Digital thermometerssta,,Sani-Cloth Plus Germicidal Disposable Wipes
disinfectant,hand gloves,,,PDI Super Sani-Cloth Germicidal Disposable Wipes
Isolation gowns,disinfectant,,face shield,Digital thermometers
N95 mask,shoe covers,hand gloves,,CaviWipes
Azithromycin,Booster vaccine,Montera-Lx,,Lysol Disinfectant Spray
ppe kits,Booster vaccine,sprays,Moderna,Clorox Healthcare Bleach Germicidal Spray
N95 mask,Booster vaccine,,hand sanitiser,Purell Healthcare Surface Disinfectant Spray
Butyl rubber gloves,hand gloves,energy drink,,Oxivir Tb Spray
disinfectant,energy drink,,,Sporicidin Disinfectant Solution Spray
caps and hairnets,disinfectant,oil,,Fluvoxamine
Isolation gowns,,Booster vaccine,,Bevacizumab
face shield,butter,ppe kits,disinfectant,KN95 mask
hand gloves,Azithromycin,,Montera-Lx,Pfizer-BioNTech 
sprays,french wine,,whole weat flour,Moderna 
Fingertip pulse oximeter,,,,Johnson & Johnson (Janssen) 
Azithromycin,,hand sanitiser,,AAstraZeneca COVID-28aZeneca COVID-41
Azithromycin,,,,Sinovac 
fabric mask,Remdesivir (Veklury),Fingertip pulse oximeter,Covishield ,Covishield 
Zincovit,,,,Covaxin 
red wine,thermometers,,disinfectant,Sputnik V  
bacon,thermometers,hand gloves,,Sinopharm 
N95 mask ,ketchup,,,Latex gloves
Montera-Lx,Covaxin,hand sanitiser,,Nitrile gloves
disinfectant,AstraZeneca COVID-28awberries,shoe covers,,Vinyl gloves
Surgical mask,Booster vaccine,hand gloves,thermometers,Polyethylene gloves
disinfectant,hand sanitiser,hand sanitiser,sprays,Neoprene gloves
Digital thermometerssta,AstraZeneca COVID-19,,shoe covers,Isolation gowns
sprays,Montera-Lx,,AstraZeneca COVID-19,Surgical masks
clothes accessories,,,,N95 respirators
Azithromycin,,face shield,,Face shields
N95 mask,magazines,face shield,,Shoe covers
Zincovit,N95 mask,Montera-Lx,butter,Caps and hairnets
N95 mask,AstraZeneca COVID-19,,thermometers,Full-body suits
fabric mask,Azithromycin,Moderna,disinfectant,Butyl rubber gloves
Surgical mask,,,,Purell Advanced Hand Sanitizer
N95 mask,ppe kits,Covaxin,N95 mask ,Germ-X Original Hand Sanitizer
Surgical mask,,yogurt Fingertip pulse oximeter,,Equate Hand Sanitizer
Zincovit,hand sanitiser,Surgical mask,Chloroquine,Bath and Body Works Pocketbac Hand Sanitizer
disinfectant,ppe kits,whole wheat Digital thermometerssta,light mayo,Babyganics Alcohol-Free Foaming Hand Sanitizer
fabric mask,Montera-Lx,hand sanitiser,disinfectant,Medex Hand Sanitizer
fabric mask,N95 mask,blueberries,hand sanitiser,EO Hand Sanitizer Spray
disinfectant,N95 mask,face shield,KN95 mask,ArtNaturals Hand Sanitizer Gel
Isolation gowns,Butyl rubber gloves,ppe kits,water bottle,Megababe Squeaky Clean Hand Sanitizer
sprays,hand sanitiser,,thermometers,NxN Unscented Hand Sanitizer Gel.
Zincovit,hand sanitiser,N95 mask,eggplant,R99 mask
face shield,energy drink,antioxydant Polyethylene gloves,,R100 mask
N95 mask,red wine,N95 mask,Booster vaccine,N95 mask
hand sanitiser,flax seed,N95 mask,mayonnaise,N99 mask
KN95 mask,Surgical mask,Fingertip pulse oximeter,Vitamin C,N100 mask
N95 mask,Surgical mask,,,P95 mask
N95 mask,thermometers,,,P99 mask
N95 mask,,,,P100 mask
Booster vaccine,,Moderna,,R95 mask
disinfectant,Chloroquine,N95 mask,,R99 mask
Zincovit,sprays,N95 mask,,Sodium hypochlorite
hand sanitiser,Azithromycin,shoe covers,Booster vaccine,Hydrogen peroxide
disinfectant,Surgical mask,Moderna ,Vitamin D,Isopropyl alcohol
face shield,disinfectant,Remdesivir (Veklury),N95 mask,Vitamin C
hand sanitiser,N95 mask,burger sauce,french wine,Vitamin D
Surgical mask,KN95 mask,magazines,Chloroquine,Vitamin E
Montera-Lx,nonfat face shield,ppe kits,,Vitamin B252
shoe covers,thermometers,,,Vitamin B258
red wine,butter,Montera-Lx,Butyl rubber gloves,Vitamin A
fabric mask,,Surgical mask,,Folic Acid
Remdesivir (Veklury),Booster vaccine,,hand sanitiser,Calcium with Vitamin D
Isolation gowns,N95 mask,almonds,Butyl rubber gloves,Iron with Vitamin C
caps and hairnets,,Isolation gowns,,Fingertip pulse oximeter
Remdesivir (Veklury),Montera-Lx,,yogurt Fingertip pulse oximeter,Handheld pulse oximeter
Montera-Lx,disinfectant,hand gloves,Azithromycin,Wrist-worn pulse oximeter
disinfectant,,Montera-Lx,,Tabletop pulse oximeter
caps and hairnets,butter,,,Pediatric pulse oximeter
sprays,Zincovit,,Surgical mask,Earlobe pulse oximeter
sprays,ppe kits,,,Forehead pulse oximeter
fabric mask,,Digital thermometersrmesan Sinopharm ,,Zinc with Vitamin C
caps and hairnets,,Isolation gowns,,Digital thermometers
disinfectant,disinfectant,,hand sanitiser,Infrared thermometers
hand sanitiser,fabric mask,face shield,almonds,Mercury thermometers
ppe kits,,,,Basal thermometers
caps and hairnets,Surgical mask,Azithromycin,disinfectant,Ear thermometers
fabric mask,,butter,,Disposable thermometers
Surgical mask,Isolation gowns,,hand sanitiser,Chemical thermometers
Zincovit,Surgical mask,Booster vaccine,ppe kits,Galileo thermometers
sprays,Fingertip pulse oximeter,,,Bimetallic thermometers
caps and hairnets,Azithromycin,shoe covers,Montera-Lx,Resistance temperature detectors (RTDs)
Isolation gowns,,disinfectant,,Quaternary ammonium compounds
N95 mask,N95 mask,hand sanitiser,,Chlorine dioxide
hand sanitiser,Full-body suits,,ppe kits,Peracetic acid
water bottle,whole wheat Digital thermometerssta,,disinfectant,Phenolic compounds
N95 mask,,Surgical mask,,R100 mask
Azithromycin,hand gloves,ppe kits,,
Azithromycin,hand sanitiser,Montera-Lx,Full-body suits,Nirmatrelvir with Ritonavir 
hand sanitiser,hand gloves,Remdesivir (Veklury),Fingertip pulse oximeter,Remdesivir (Veklury)
Zincovit,N95 mask,,hand sanitiser,Molnupiravir
Remdesivir (Veklury),Vitamin D,,mayonnaise,Surgical mask
water bottle,Montera-Lx,,,Fabric mask
N95 mask,,Full-body suits,,Azithromycin
red wine,,disinfectant bread,,Hydroxycloroquine
fabric mask,hand sanitiser,AstraZeneca COVID-19,Moderna ,Montera-Lx
Surgical mask,hand sanitiser,gums,hand gloves,Chloroquine
hand sanitiser,hand sanitiser,,Fingertip pulse oximeter,Nafamostat
disinfectant,Covishield ,,extra dark disinfectant,Famotidine
caps and hairnets,,Full-body suits,,Umifenovir
Booster vaccine,,hand sanitiser,,Ivermectin
Montera-Lx,hand sanitiser,face shield,green beans,Corticosteroids
fabric mask,whole wheat Digital thermometerssta,ppe kits,Surgical mask,Tocilizumab
carrots,Surgical mask,hand gloves,Full-body suits,Clorox Healthcare Bleach Germicidal Wipes
caps and hairnets,N95 mask,N95 mask,sprays,Sani-Cloth Plus Germicidal Disposable Wipes
N95 mask,eggplant,blueberries,shoe covers,PDI Super Sani-Cloth Germicidal Disposable Wipes
whole wheat Digital thermometerssta,fabric mask,face shield,flax seed,Digital thermometers
AstraZeneca COVID-28awberries,N95 mask,,shoe covers,CaviWipes
yogurt Fingertip pulse oximeter,AstraZeneca COVID-19,,antioxydant Polyethylene gloves,Lysol Disinfectant Spray
fabric mask,,,,Clorox Healthcare Bleach Germicidal Spray
AstraZeneca COVID-19,,cottage Sinopharm ,,Purell Healthcare Surface Disinfectant Spray
sprays,,,,Oxivir Tb Spray
caps and hairnets,ppe kits,Remdesivir (Veklury),,Sporicidin Disinfectant Solution Spray
disinfectant,,,,Fluvoxamine
Isolation gowns,Zincovit,water bottle,hand sanitiser,Bevacizumab
shoe covers,shoe covers,,,KN95 mask
hand gloves,Montera-Lx,,,Pfizer-BioNTech 
face shield,,N95 mask ,,Moderna 
antioxydant Polyethylene gloves,,,,Johnson & Johnson (Janssen) 
Isolation gowns,Moderna ,almonds,protein bar,AAstraZeneca COVID-28aZeneca COVID-42
N95 mask,,hand sanitiser,,Sinovac 
fabric mask,Surgical mask,face shield,,Covishield 
disinfectant,whole wheat Digital thermometerssta,Surgical mask,Surgical mask,Covaxin 
fabric mask,Surgical mask,whole wheat Digital thermometerssta,hand gloves,Sputnik V  
Surgical mask,hand sanitiser,,disinfectant,Sinopharm 
nonfat face shield,red wine,N95 mask,butter,Latex gloves
Full-body suits,Fingertip pulse oximeter,,,Nitrile gloves
Isolation gowns,sprays,face shield,,Vinyl gloves
butter,,yogurt Fingertip pulse oximeter,,Polyethylene gloves
Moderna,hand sanitiser,,Covaxin,Neoprene gloves
yogurt Fingertip pulse oximeter,disinfectant,,,Isolation gowns
fabric mask,,,,Surgical masks
N95 mask,,,,N95 respirators
yogurt Fingertip pulse oximeter,,,,Face shields
Surgical mask,,Covishield ,,Shoe covers
Surgical mask,energy drink,hand gloves,,Caps and hairnets
Booster vaccine,disinfectant,disinfectant,face shield,Full-body suits
N95 mask,face shield,,sprays,Butyl rubber gloves
caps and hairnets,Montera-Lx,Surgical mask,butter,Purell Advanced Hand Sanitizer
ppe kits,hand gloves,eggplant,,Germ-X Original Hand Sanitizer
fabric mask,hand sanitiser,hand sanitiser,cider,Equate Hand Sanitizer
antioxydant Polyethylene gloves,rice,hand gloves,shoe covers,Bath and Body Works Pocketbac Hand Sanitizer
mint water bottle,disinfectant,,Surgical mask,Babyganics Alcohol-Free Foaming Hand Sanitizer
hand sanitiser,mint water bottle,,yogurt Fingertip pulse oximeter,Medex Hand Sanitizer
Remdesivir (Veklury),,Remdesivir (Veklury),,EO Hand Sanitizer Spray
N95 mask,energy drink,butter,,ArtNaturals Hand Sanitizer Gel
Booster vaccine,disinfectant,hand sanitiser,,Megababe Squeaky Clean Hand Sanitizer
Azithromycin,AstraZeneca COVID-19,thermometers,rice,NxN Unscented Hand Sanitizer Gel.
caps and hairnets,Montera-Lx,flax seed,AstraZeneca COVID-19,R99 mask
sprays,hand gloves,,Fingertip pulse oximeter,R100 mask
hand gloves,Full-body suits,,ppe kits,N95 mask
disinfectant,,Covaxin,,N99 mask
caps and hairnets,,green beans,,N100 mask
hand gloves,N95 mask,Chloroquine,Fingertip pulse oximeter,P95 mask
Surgical mask,Azithromycin,thermometers,water bottle,P99 mask
Surgical mask,yogurt Fingertip pulse oximeter,,,P100 mask
Moderna,butter,water bottle,Chloroquine,R95 mask
Montera-Lx,,Surgical mask,,R99 mask
hand sanitiser,sprays,,,Sodium hypochlorite
disinfectant,hand sanitiser,,energy drink,Hydrogen peroxide
shoe covers,N95 mask,energy drink,,Isopropyl alcohol
Surgical mask,,light P95 mask,,Vitamin C
Booster vaccine,thermometers,,,Vitamin D
babies food,Fingertip pulse oximeter,,bug spray,Vitamin E
N95 mask,whole wheat Digital thermometerssta,Azithromycin,,Vitamin B264
disinfectant,,Remdesivir (Veklury),,Vitamin B270
Fingertip pulse oximeter,caps and hairnets,,N95 mask,Vitamin A
fabric mask,hand gloves,face shield,,Folic Acid
Isolation gowns,,hand sanitiser,,Calcium with Vitamin D
N95 mask,Surgical mask,,almonds,Iron with Vitamin C
hand sanitiser,Booster vaccine,,disinfectant,Fingertip pulse oximeter
Moderna,,,,Handheld pulse oximeter
Surgical mask,antioxydant Polyethylene gloves,,,Wrist-worn pulse oximeter
Digital thermometerssta,,,,Tabletop pulse oximeter
Surgical mask,,burger sauce,,Pediatric pulse oximeter
sprays,,,,Earlobe pulse oximeter
N95 mask,Fingertip pulse oximeter,,,Forehead pulse oximeter
N95 mask,,Zincovit,,Zinc with Vitamin C
thermometers,,,,Digital thermometers
N95 mask,Digital thermometersrmesan Sinopharm ,Surgical mask,hand sanitiser,Infrared thermometers
N95 mask,Moderna,water bottle,,Mercury thermometers
ppe kits,Montera-Lx,,face shield,Basal thermometers
water bottle,Full-body suits,,AstraZeneca COVID-28awberries,Ear thermometers
sprays,shoe covers,,,Disposable thermometers
AstraZeneca COVID-19,,,,Chemical thermometers
disinfectant,,,,Galileo thermometers
Remdesivir (Veklury),,,,Bimetallic thermometers
fabric mask,,Montera-Lx,,Resistance temperature detectors (RTDs)
N95 mask,,hand sanitiser,,Quaternary ammonium compounds
N95 mask,Booster vaccine,,hand sanitiser,Chlorine dioxide
caps and hairnets,Booster vaccine,N95 mask,Surgical mask,Peracetic acid
magazines,,,,Phenolic compounds
shoe covers,Montera-Lx,,hand gloves,R100 mask
Azithromycin,,Booster vaccine,,
Digital thermometerssta,,,,Nirmatrelvir with Ritonavir 
Butyl rubber gloves,N95 mask,hand gloves,face shield,Remdesivir (Veklury)
disinfectant,energy drink,,,Molnupiravir
Chloroquine,disinfectant,,sprays,Surgical mask
fromage blanc,,protein bar,,Fabric mask
disinfectant,,Booster vaccine,,Azithromycin
N95 mask,ppe kits,ppe kits,salt,Hydroxycloroquine
Surgical mask,N95 mask,disinfectant,hand sanitiser,Montera-Lx
Azithromycin,hand sanitiser,,Covaxin,Chloroquine
shoe covers,carrots,,N95 mask ,Nafamostat
fabric mask,energy drink,gums,,Famotidine
Booster vaccine,,disinfectant,,Umifenovir
hand sanitiser,hand sanitiser,N95 mask ,hand gloves,Ivermectin
fabric mask,ppe kits,cider,hand gloves,Corticosteroids
N95 mask,Moderna,disinfectant,cottage Sinopharm ,Tocilizumab
Fingertip pulse oximeter,hand sanitiser,water bottle,ppe kits,Clorox Healthcare Bleach Germicidal Wipes
water bottle,Surgical mask,,,Sani-Cloth Plus Germicidal Disposable Wipes
disinfectant,Vitamin C,Surgical mask,R100 mask,PDI Super Sani-Cloth Germicidal Disposable Wipes
Digital thermometerssta,Remdesivir (Veklury),,,Digital thermometers
fabric mask,N95 mask,N95 mask,AstraZeneca COVID-19,CaviWipes
caps and hairnets,,disinfectant,,Lysol Disinfectant Spray
disinfectant,Isolation gowns,,hand sanitiser,Clorox Healthcare Bleach Germicidal Spray
sprays,fabric mask,,french wine,Purell Healthcare Surface Disinfectant Spray
hand sanitiser,sprays,,,Oxivir Tb Spray
disinfectant,,,,Sporicidin Disinfectant Solution Spray
whole wheat Digital thermometerssta,,N95 mask,,Fluvoxamine
AstraZeneca COVID-19,,energy drink,,Bevacizumab
Booster vaccine,Montera-Lx,,Full-body suits,KN95 mask
Isolation gowns,N95 mask ,Surgical mask,,Pfizer-BioNTech 
disinfectant,whole weat flour,Digital thermometerssta,,Moderna 
N95 mask,N95 mask,Full-body suits,Covaxin,Johnson & Johnson (Janssen) 
Booster vaccine,Moderna,water bottle,AstraZeneca COVID-28awberries,AAstraZeneca COVID-28aZeneca COVID-43
N95 mask,hand sanitiser,Fingertip pulse oximeter,Covaxin,Sinovac 
shoe covers,Covaxin,,hand gloves,Covishield 
toothDigital thermometersste,butter,,thermometers,Covaxin 
